Code,Subject,Year Level,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9E5LA08,English,Year 5,Language,"understand how vocabulary is used to express greater precision of meaning, including through the use of specialist and technical terms, and explore the history of words","using precise words for naming; for example, instead of “mammal” or “whale”, using “humpback whale” | exploring Greek and Latin roots in commonly used words; for example, the Greek root word “tele” meaning distant in words such as “telephone” and “teleport”",Year5-AS-1457|Year5-AS-1871|Year5-AS-4583|Year5-AS-8790|Year5-AS-9228
AC9E5LA09,English,Year 5,Language,"use commas to indicate prepositional phrases, and apostrophes where there is multiple possession","learning that in Standard Australian English, regular plural nouns ending in “s” form the possessive by adding just the apostrophe; for example, “the students' classroom” | learning that in Standard Australian English for proper nouns, the regular possessive form is always possible but a variant form without the second “s” is sometimes found; for example, “James’s house” or “James’ house” | learning that when there is more than one owner, the apostrophe is usually used for the last owner in the list; for example, “the cat and kitten’s bowls” | using commas to signal a prepositional phrase; for example, “On Saturday, before it rained we went to the beach.”",Year5-AS-1457|Year5-AS-9228
AC9E5LE01,English,Year 5,Literature,"identify aspects of literary texts that represent details or information about historical, social and cultural contexts in literature by First Nations Australian, and wide-ranging Australian and world authors","identifying aspects of literature; for example, images, symbols, dialogue and character descriptions, that can convey information about a context | exploring and discussing texts written by First Nations Australian authors about the events that shaped or had an impact on their lives | exploring aspects of literature that represent historical context in texts by First Nations Australian authors | exploring characters and concepts in ballads from different times by wide-ranging Australian authors",Year5-AS-1871|Year5-AS-3623
AC9E5LE02,English,Year 5,Literature,"present an opinion on a literary text using specific terms about literary devices, text structures and language features, and reflect on the viewpoints of others","posing and discussing questions, such as “Should characters have behaved as they did?” and “How did the author support or challenge your belief about the characters?”, and beginning to make judgements about the dilemmas characters face | identifying language features such as use of dialogue and rich descriptive language, and presenting an opinion about their effect on readers",Year5-AS-3971|Year5-AS-4583|Year5-AS-5732
AC9E5LE03,English,Year 5,Literature,recognise that the point of view in a literary text influences how readers interpret and respond to events and characters,"comparing texts narrated from a first person and third person point of view, and discussing what information the audience can access and how this influences the audience’s sympathies | discussing why an author might choose a particular point of view",Year5-AS-1871|Year5-AS-3623|Year5-AS-9228
AC9E5LE04,English,Year 5,Literature,"examine the effects of imagery, including simile, metaphor and personification, and sound devices in narratives, poetry and songs","discussing how figurative language including simile and metaphor can make use of a comparison between different things | discussing how, by appealing to the imagination, figurative language provides new ways of looking at the world",Year5-AS-1871|Year5-AS-5732|Year5-AS-8790|Year5-AS-9228
AC9E5LE05,English,Year 5,Literature,"create and edit literary texts, experimenting with figurative language, storylines, characters and settings from texts students have experienced","drawing upon fiction elements in a range of model texts; for example, main idea, characterisation, setting (time and place) and devices; for example, figurative language (simile, metaphor, personification), to experiment with new, creative ways of communicating ideas, experiences and stories in literary texts | creating a visual map, which may include digital mind maps, of figurative language, storylines, characters and settings in a text that may inspire their own writing",Year5-AS-1457|Year5-AS-3608|Year5-AS-3971|Year5-AS-4583|Year5-AS-5159|Year5-AS-8790
AC9E5LY01,English,Year 5,Literacy,describe the ways in which a text reflects the time and place in which it was created,"describing how ideas in texts are conveyed by vocabulary, including idiomatic expressions, and that these can change according to time and place | describing how ideas in texts reflect the social expectations of the time and place in which they were created",Year5-AS-3623|Year5-AS-9228
AC9E5LY02,English,Year 5,Literacy,"use appropriate interaction skills including paraphrasing and questioning to clarify meaning, make connections to own experience, and present and justify an opinion or idea","participating in pair, group, class and school speaking and listening situations, including informal conversations, discussions and presentations | asking specific questions to clarify a speaker’s meaning, making constructive comments that keep conversation moving, reviewing ideas expressed and conveying tentative conclusions | using strategies for discussion, such as speaking clearly, pausing, asking questions and linking students’ own responses to the contributions of others | choosing vocabulary and sentence structures for particular purposes including formal and informal contexts, to report and explain new concepts and topics, to offer an opinion and to persuade others",Year5-AS-4583|Year5-AS-5732
AC9E5LY03,English,Year 5,Literacy,"explain characteristic features used in imaginative, informative and persuasive texts to meet the purpose of the text","explaining how the features of a text advocating community action; for example, action on a local area preservation issue, are used to meet the purpose of the text | explaining how characters are used to deliver the message in persuasive texts; for example, explaining how characters are used to present persuasive messages about health issues in advertising, considering why characters have been used instead of real people",Year5-AS-3623|Year5-AS-7048|Year5-AS-9228
AC9E5LY04,English,Year 5,Literacy,"navigate and read texts for specific purposes, monitoring meaning using strategies such as skimming, scanning and confirming","using subject and technical vocabulary and concept knowledge to navigate less familiar texts | skimming and scanning to check the pertinence of particular information to students’ topic and task | using sign-posting features such as headings and subheadings, and homepages and subpages to read texts",Year5-AS-1871|Year5-AS-7048
AC9E5LY05,English,Year 5,Literacy,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning to evaluate information and ideas","summarising ideas and information to determine the main idea of a text | using research skills including identifying research purpose, locating texts, gathering and organising information, evaluating relative value, evaluating the accuracy and currency of print and digital sources, and summarising information from several sources | comparing texts on the same topic to identify similarities and differences in the ideas or information that are included",Year5-AS-1871|Year5-AS-4583
AC9E5LY06,English,Year 5,Literacy,"plan, create, edit and publish written and multimodal texts whose purposes may be imaginative, informative and persuasive, developing ideas using visual features, text structure appropriate to the topic and purpose, text connectives, expanded noun groups, specialist and technical vocabulary, and punctuation including dialogue punctuation","using research from print and digital resources to gather and organise information for writing | selecting an appropriate text structure for the writing purpose and sequencing content according to that text structure, introducing the topic and grouping related information in well-sequenced paragraphs with a concluding statement | using vocabulary, including technical vocabulary, appropriate to purpose and context | using appropriate grammatical features, including more complex sentences and relevant verb tenses, pronoun references, and adverb and noun groups/phrases for effective descriptions | writing letters in print and by email demonstrating understanding of audience | re-reading and editing their own and others’ work, which may involve using digital tools, for precision using negotiated criteria for text structure and meaning, and accuracy of grammar, spelling and punctuation",Year5-AS-1457|Year5-AS-3971|Year5-AS-5159
AC9E5LY07,English,Year 5,Literacy,"plan, create, rehearse and deliver spoken and multimodal presentations that include relevant, elaborated ideas, sequencing ideas and using complex sentences, specialist and technical vocabulary, pitch, tone, pace, volume, and visual and digital features","planning a report on a topic, sequencing ideas logically and providing supporting detail, including graphics, sound and visuals to enhance audience engagement and understanding | experimenting with features of voice such as tone, volume, pitch and pace in formal presentations and recognising the effects these have on audience understanding | reflecting on how new learning can be incorporated into a presentation",Year5-AS-3608|Year5-AS-4583|Year5-AS-5732|Year5-AS-8790
AC9E5LY08,English,Year 5,Literacy,"use phonic, morphemic and vocabulary knowledge to read and spell words that share common letter patterns but have different pronunciations","recognising and writing less familiar words that share common letter patterns but have different pronunciations; for example, “journey”, “your”, “tour” and “sour”",Year5-AS-1765|Year5-AS-1871
AC9E5LY09,English,Year 5,Literacy,"build and spell new words from knowledge of known words, base words, prefixes and suffixes, word origins, letter patterns and spelling generalisations","using knowledge of known words and base words to spell new words; for example, the spelling and meaning connections between “vision”, “television” and “revision” | applying knowledge of spelling generalisations to spell new words; for example, “suitable”, “likeable” and “collapsible”",Year5-AS-1765|Year6-AS-1765
AC9E5LY10,English,Year 5,Literacy,"explore less common plurals, and understand how a suffix changes the meaning or grammatical form of a word","using knowledge of word origins and roots, and related words, to interpret and spell unfamiliar words, and learning about how these roots affect plurals; for example, “cactus” and “cacti”, “louse” and “lice” | understanding how some suffixes change the grammatical form of words; for example, “-tion” and “-ment” can change verbs into nouns: “protect” to “protection” and “develop” to “development”",Year5-AS-1765|Year6-AS-1765
AC9E6LA01,English,Year 6,Language,understand that language varies as levels of formality and social distance increase,"recognising language protocols for formal address; for example, words used to address principals, heads of state and monarchs | discussing levels of language such as slang, colloquial, conversational and formal, and how their appropriateness changes with the situation and audience | presenting ideas and opinions at levels of formality appropriate to the context and audience",Year6-AS-4583|Year6-AS-9842
AC9E6LA02,English,Year 6,Language,"understand the uses of objective and subjective language, and identify bias","identifying language choices that evoke emotion and judgements in direct and indirect ways, and how they are used to persuade different audiences to take a position and/or action | understanding when to share feelings and opinions; for example, in a personal recount, and when to remain more objective; for example, in a factual recount | differentiating between reporting the facts; for example, in a factual recount or unedited photograph, and providing a commentary; for example, in an editorial",Year6-AS-3385|Year6-AS-7963|Year6-AS-9842
AC9E6LA03,English,Year 6,Language,"explain how texts across the curriculum are typically organised into characteristic stages and phases depending on purposes, recognising how authors often adapt text structures and language features","exploring a range of everyday, community, literary and informative texts, discussing elements of text structure and language features, and comparing the overall structure and effect of authors’ choices in 2 or more texts | examining a text to identify strategies such as exaggeration to create humour | recognising that texts are organised into stages such as an introduction and that introductions may be divided into phases; for example, the introduction stage of a narrative may begin with a phase that is a “hook” or a flashback | explaining the characteristic stages and phases in reviews, discussions of alternative positions or historical recounts and identifying any adaptations of typical structures or language features",Year6-AS-3144|Year6-AS-3385|Year6-AS-3548|Year6-AS-71|Year6-AS-828|Year6-AS-8515|Year6-AS-9142|Year6-AS-9842
AC9E6LA04,English,Year 6,Language,"understand that cohesion can be created by the intentional use of repetition, and the use of word associations","noting how a general word is often used for a more specific word already mentioned (word association); for example, “Look at those apples. Granny Smiths are my favourite.” | recognising how cohesion can be developed through repeating key words or by using synonyms or antonyms",Year6-AS-71|Year6-AS-828|Year6-AS-9142
AC9E6LA05,English,Year 6,Language,"understand how embedded clauses can expand the variety of complex sentences to elaborate, extend and explain ideas","investigating how the choice of conjunctions enables the construction of complex sentences to extend, to elaborate on and to explain ideas; for example, “The town that was flooded suffered extensive damage.” | creating complex sentences with embedded clauses to expand noun groups; for example, “Hamish studied the rock samples that he had collected on the excursion, to complete his report.”",Year6-AS-3144|Year6-AS-3385|Year6-AS-3548|Year6-AS-6237
AC9E6LA06,English,Year 6,Language,"understand how ideas can be expanded and sharpened through careful choice of verbs, elaborated tenses and a range of adverb groups","knowing that the simple present tense is typically used to talk about present states; for example, “He lives in Darwin.” or actions that happen regularly in the present; for example, “He watches television every night.” or that represent “timeless” happenings, in information reports; for example, “Bears hibernate in winter.” | knowing that there are various ways in English to refer to future time: using the auxiliary “will”; for example, “She will call you tomorrow.”, using the present tense; for example, “Tomorrow, I leave for Hobart.” and using adverbials of time; for example, “She arrives in the morning.” | using precise verbs; for example, “slice”, “dice”, “fillet” and “segment” rather than general words; for example, “cut”",Year6-AS-3144|Year6-AS-3385|Year6-AS-3548|Year6-AS-6237|Year6-AS-7963
AC9E6LA07,English,Year 6,Language,"identify and explain how images, figures, tables, diagrams, maps and graphs contribute to meaning","observing how sequential events can be represented visually by a series of images, including comic strips, timelines, photo stories, procedure diagrams and flowcharts, life-cycle diagrams and the flow of images in picture books | observing how concepts, information and relationships can be represented visually through tables, maps, graphs and diagrams | understanding that images and maps may be sensitive for First Nations Australians and ensuring that a disclaimer is applied or judgement is used about cultural appropriateness and sensitivities",Year6-AS-3144|Year6-AS-3385|Year6-AS-3548|Year6-AS-4583|Year6-AS-6237|Year6-AS-7963|Year6-AS-8515|Year6-AS-9842
AC9E6LA08,English,Year 6,Language,"identify authors’ use of vivid, emotive vocabulary, such as metaphors, similes, personification, idioms, imagery and hyperbole","exploring how figurative language; for example, metaphors, personification and idioms, can be used to create vivid and less predictable shades of meaning | identifying authors’ use of vivid and emotive vocabulary in persuasive texts; for example, the vocabulary used in reviews | discussing texts, using vocabulary to name text structure, literary devices and language features; for example, using words that name the literary device used in a poem",Year6-AS-3385|Year6-AS-3548|Year6-AS-4583|Year6-AS-6237|Year6-AS-8515|Year6-AS-9842
AC9E6LA09,English,Year 6,Language,"understand how to use the comma for lists, to separate a dependent clause from an independent clause, and in dialogue","identifying different uses of commas such as commas and conjunctions between independent clauses in compound sentences | using commas in dialogue; for example, Ben said, “I want pie, peas, carrots and chips for dinner, followed by ice cream for dessert, please.”",Year6-AS-3385|Year6-AS-3548|Year6-AS-6237
AC9E6LE01,English,Year 6,Literature,"identify responses to characters and events in literary texts, drawn from historical, social or cultural contexts, by First Nations Australian, and wide-ranging Australian and world authors","discussing the influence historical, social and cultural experiences may have on the meaning of a text and attitudes towards characters, actions and events | sharing responses about how heroes are portrayed in science fiction or fantasy and more realistic settings | exploring reviews of Australian films",Year6-AS-3144|Year6-AS-8515
AC9E6LE02,English,Year 6,Literature,"identify similarities and differences in literary texts on similar topics, themes or plots","exploring texts on a similar topic by authors with very different styles; for example, comparing fantasy quest novels or realistic novels on a specific theme | identifying differences in the use of narrator, narrative structure and voice, and language and visual features, between texts and determining how these influence readers or viewers",Year6-AS-3144|Year6-AS-3385|Year6-AS-71|Year6-AS-7963|Year6-AS-8515
AC9E6LE03,English,Year 6,Literature,identify and explain characteristics that define an author's individual style,"exploring 2 or more texts by the same author, identifying similarities; for example, subject or theme, characterisation, text structure, plot development, tone, vocabulary, voice, favoured grammatical structures and visual techniques in picture books, and determining the qualities that characterise an author's style | focusing on a First Nations Australian author and identifying characteristic elements of their writing; for example, images, theme and language | comparing similarities and differences between texts, including those by the same author or illustrator, and identifying the characteristics that define an author’s style; for example, comparing illustrations in picture books by the same illustrator, noting characteristic features",Year6-AS-3144|Year6-AS-3385|Year6-AS-71|Year6-AS-7963|Year6-AS-8515
AC9E6LE04,English,Year 6,Literature,explain the way authors use sound and imagery to create meaning and effect in poetry,"explaining how imagery builds emotional connections and engagement with the story or theme | identifying the imagery used in narratives or poetry about First Nations Australians’ Country/Place | describing the effects of assonance, alliteration and onomatopoeia in a poem | explaining the effect of rhythm in ballads",Year6-AS-3385|Year6-AS-4583|Year6-AS-7963|Year6-AS-8515|Year6-AS-9842
AC9E6LE05,English,Year 6,Literature,"create and edit literary texts that adapt plot structure, characters, settings and/or ideas from texts students have experienced, and experiment with literary devices","creating narratives in written, spoken or multimodal/digital form adapting character; for example, reimagining the hero in an adventure story | creating an autobiography of a character from a text explored | discussing the setting in a literary text with a peer during the editing process, and experimenting with literary devices that may enhance the setting",Year6-AS-3548|Year6-AS-4583|Year6-AS-6237|Year6-AS-828|Year6-AS-9142|Year6-AS-9842
AC9E6LY01,English,Year 6,Literacy,"examine texts including media texts that represent ideas and events, and identify how they reflect the context in which they were created",identifying news reports of the same type of event over time and how they reflect their contexts | comparing advertising posters for animated children's films in different countries and explaining the impact of these choices on audience expectations of the film | identifying how advertisements for the same products reflect the context in which they were created,Year6-AS-3144|Year6-AS-3385|Year6-AS-71|Year6-AS-8515
AC9E6LY02,English,Year 6,Literacy,"use interaction skills and awareness of formality when paraphrasing, questioning, clarifying and interrogating ideas, developing and supporting arguments, and sharing and evaluating information, experiences and opinions","participating in pair, group, class, school and community speaking and listening situations, including informal conversations, discussions, debates and presentations | using strategies; for example, pausing, questioning, rephrasing, repeating, summarising, reviewing and asking clarifying questions when discussing topics | recognising that closed questions ask for precise responses while open questions prompt a speaker to provide more information",Year6-AS-4583|Year6-AS-7963
AC9E6LY03,English,Year 6,Literacy,"analyse how text structures and language features work together to meet the purpose of a text, and engage and influence audiences","comparing the structure and language features of different texts, including print and digital sources on similar topics, and evaluating which features best aid navigation and clear communication about the topic",Year6-AS-3144|Year6-AS-3385|Year6-AS-71|Year6-AS-8515
AC9E6LY04,English,Year 6,Literacy,"select, navigate and read texts for a range of purposes, monitoring meaning and evaluating the use of structural features; for example, table of contents, glossary, chapters, headings and subheadings","bringing subject and technical vocabulary and concept knowledge to new reading tasks, selecting, evaluating and using texts for their pertinence to the task and the accuracy of their information | using knowledge of text structure to navigate the text to locate specific literal content for a purpose | using research skills including locating texts, gathering and organising information, evaluating and using information",Year6-AS-71|Year6-AS-8515
AC9E6LY05,English,Year 6,Literacy,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources","making connections between the text and students’ own experience or other texts | making connections between information in print and images | using prior knowledge and textual information to make inferences | asking and answering questions | using graphic organisers to visualise connections, categories and hierarchies of information | summarising a text or part of a text",Year6-AS-4583|Year6-AS-8515
AC9E6LY06,English,Year 6,Literacy,"plan, create, edit and publish written and multimodal texts whose purposes may be imaginative, informative and persuasive, using paragraphs, a variety of complex sentences, expanded verb groups, tense, topic-specific and vivid vocabulary, punctuation, spelling and visual features","creating informative texts for 2 different audiences that explore a topic using text structure and language features for the identified audiences, noting the changes required to appeal to each audience | using rhetorical devices, images and modal verbs for persuasive effects, for an identified audience | selecting and combining digital tools to create texts | re-reading and editing their own and others’ work using negotiated criteria for text structure, meaning and accuracy of grammar, spelling and punctuation, and explaining editing choices as required",Year6-AS-3548|Year6-AS-6237|Year6-AS-828
AC9E6LY07,English,Year 6,Literacy,"plan, create, rehearse and deliver spoken and multimodal presentations that include information, arguments and details that develop a theme or idea, organising ideas using precise topic-specific and technical vocabulary, pitch, tone, pace, volume, and visual and digital features","planning a report on a topic, sequencing ideas logically and providing supporting detail, including graphics, sound and visuals to enhance audience engagement and understanding | experimenting with voice effects such as tone, volume, pitch and pace in formal presentations and recognising the effects these have on audience understanding | presenting an argument about an issue from learning area content, which includes claims supported with evidence and examples, careful use of topic-specific vocabulary and selection of persuasive techniques appropriate to audience | setting goals for a presentation and monitoring development in a written or digital journal",Year6-AS-4583|Year6-AS-7963|Year6-AS-9142|Year6-AS-9842
AC9E6LY08,English,Year 6,Literacy,use phonic knowledge of common and less common grapheme–phoneme relationships to read and write increasingly complex words,"using phonic generalisations to read and write complex words with uncommon letter patterns; for example, “pneumonia”, “resuscitate” and “vegetation”",Year6-AS-1765|Year6-AS-8515
AC9E6LY09,English,Year 6,Literacy,"use knowledge of known words, word origins including some Latin and Greek roots, base words, prefixes, suffixes, letter patterns and spelling generalisations to spell new words including technical words","using a dictionary to explore and using knowledge of word origins, including some Greek roots, to spell words; for example, the Greek root “ath” meaning “contest” or “outstanding skill”, “pent” meaning the number 5 and “dec” meaning the number 10 inform the spelling and meaning of the words “athlete”, “pentathlon” and “decathlon” | applying accumulated knowledge of a wide range of letter patterns and spelling generalisations to spell new words; for example, “ratio” and “synthesis” | expanding knowledge of prefixes and suffixes, and exploring meaning relationships between words; for example, “disappearance”, “submarine”, “subterranean”, “poisonous” and “nervous” | applying accumulated knowledge of a wide range of letter patterns and spelling generalisations to spell new words; for example, knowing how and why these words are spelt as follows: “reliability”, “handkerchief”, “receive”, “lollies”, “trolleys”, “climbing”, “designed” and “emergency” | spelling technical words by applying morphemic knowledge; for example, “metaphorical”, “biology” and “biodegradable” | investigating the meanings of words in languages of First Nations Australians using dictionaries or online resources from state libraries or universities",Year5-AS-1765|Year6-AS-1765
